game_id,start_date,home_team,away_team,neutral_site,conference_game,home_power_rating,away_power_rating,home_sp_rating,home_sp_offense,home_sp_defense,away_sp_rating,away_sp_offense,away_sp_defense,home_talent,away_talent,power_diff,sp_diff,talent_diff,home_sp_missing,away_sp_missing,home_talent_missing,away_talent_missing,predicted_margin,predicted_total,predicted_home_score,predicted_away_score,home_win_prob,vegas_spread,vegas_over_under,vegas_num_books,vegas_implied_margin,model_edge_vs_vegas
401858204,2026-09-03 23:00:00+00:00,Wake Forest,Akron,0,0,0.0,0.0,3.4,24.2,20.7,-22.9,11.3,33.6,680.87,546.84,0.0,26.299999999999997,134.02999999999997,0,0,0,0,27.6,48.7,38.0,11.0,0.971,-24.25,48.5,2,24.25,3.4
401856767,2026-09-03 23:00:00+00:00,UCF,Bethune-Cookman,0,0,0.0,0.0,1.7,24.2,22.3,,,,672.14,,0.0,,,0,1,0,1,30.5,49.6,40.0,10.0,0.969,-42.5,59.5,1,42.5,-12.0
401864425,2026-09-03 23:00:00+00:00,Kennesaw State,West Georgia,0,0,0.0,0.0,-12.9,19.5,31.8,,,,502.86,,0.0,,,0,1,0,1,21.3,46.7,34.0,13.0,0.927,-22.5,51.5,1,22.5,-1.2
401866409,2026-09-03 23:00:00+00:00,Buffalo,UAlbany,0,0,0.0,0.0,-12.7,15.3,28.5,,,,549.31,,0.0,,,0,1,0,1,24.5,44.7,35.0,10.0,0.899,-24.5,48.5,1,24.5,0.0
401858422,2026-09-04 00:00:00+00:00,Minnesota,Eastern Illinois,0,0,0.0,0.0,6.2,25.7,19.0,,,,728.79,,0.0,,,0,1,0,1,35.8,49.9,43.0,7.0,0.971,-43.5,51.5,1,43.5,-7.7
401856663,2026-09-04 00:00:00+00:00,Missouri,Arkansas-Pine Bluff,0,0,0.0,0.0,15.4,32.3,16.4,,,,808.36,,0.0,,,0,1,0,1,37.9,55.4,47.0,9.0,0.976,-54.5,60.5,1,54.5,-16.6
401856776,2026-09-04 00:00:00+00:00,Georgia Tech,Colorado,0,0,0.0,0.0,5.9,28.7,23.4,0.7,26.1,25.0,751.65,731.62,0.0,5.2,20.029999999999973,0,0,0,0,9.1,50.0,30.0,20.0,0.771,-6.5,50.75,2,6.5,2.6
401856768,2026-09-04 01:00:00+00:00,Utah,Idaho,0,0,0.0,0.0,9.8,31.9,22.1,,,,695.72,,0.0,,,0,1,0,1,36.2,57.2,47.0,11.0,0.972,-33.5,56.5,1,33.5,2.7
401858424,2026-09-04 01:00:00+00:00,Illinois,UAB,0,0,0.0,0.0,10.4,32.0,22.1,-17.5,20.6,37.6,704.01,606.18,0.0,27.9,97.83000000000004,0,0,0,0,29.6,57.9,44.0,14.0,0.96,-28.5,56.75,2,28.5,1.1
401864495,2026-09-04 22:30:00+00:00,Eastern Michigan,San José State,0,0,0.0,0.0,-16.1,17.2,33.4,-15.7,18.3,33.5,580.64,569.25,0.0,-0.40000000000000213,11.389999999999986,0,0,0,0,2.0,50.5,26.0,24.0,0.518,-4.5,53.5,2,4.5,-2.5
401858435,2026-09-04 23:00:00+00:00,Purdue,Indiana State,0,0,0.0,0.0,-2.2,24.2,27.0,,,,698.33,,0.0,,,0,1,0,1,27.5,51.3,39.0,12.0,0.966,-35.5,56.5,1,35.5,-8.0
401866623,2026-09-04 23:00:00+00:00,Georgia State,North Carolina A&T,0,0,0.0,0.0,-29.3,14.8,43.4,,,,573.83,,0.0,,,0,1,0,1,9.9,51.4,31.0,21.0,0.791,-28.5,63.5,1,28.5,-18.6
401856769,2026-09-05 00:00:00+00:00,Kansas,Long Island University,0,0,0.0,0.0,3.3,28.8,26.1,,,,684.51,,0.0,,,0,1,0,1,35.8,56.9,46.0,11.0,0.968,-38.5,53.5,1,38.5,-2.7
401856664,2026-09-05 00:00:00+00:00,Oklahoma,UTEP,0,0,0.0,0.0,18.8,32.1,13.7,-19.3,15.2,34.1,851.14,585.76,0.0,38.1,265.38,0,0,0,0,34.0,51.5,43.0,9.0,0.976,-41.0,50.5,2,41.0,-7.0
401858429,2026-09-05 00:00:00+00:00,Michigan State,Toledo,0,0,0.0,0.0,2.2,27.7,25.1,-9.1,17.9,26.6,685.02,556.26,0.0,11.3,128.76,0,0,0,0,17.0,46.6,32.0,15.0,0.933,-10.0,49.5,2,10.0,7.0
401858206,2026-09-05 01:00:00+00:00,Stanford,Miami,0,1,0.0,0.0,-2.3,22.5,24.2,22.0,35.0,13.3,705.81,885.94,0.0,-24.3,-180.1300000000001,0,0,0,0,-16.9,49.8,16.0,33.0,0.053,24.5,47.5,2,-24.5,7.6
401858436,2026-09-05 01:00:00+00:00,USC,Fresno State,0,0,0.0,0.0,17.7,38.0,19.9,-1.4,21.0,22.4,899.0,609.75,0.0,19.099999999999998,289.25,0,0,0,0,25.4,52.5,39.0,14.0,0.97,-23.5,51.5,2,23.5,1.9
401862701,2026-09-05 16:00:00+00:00,Army,Bryant,0,0,0.0,0.0,-2.4,24.8,27.2,,,,303.83,,0.0,,,0,1,0,1,26.6,49.8,38.0,12.0,0.962,-36.5,51.5,1,36.5,-9.9
401858430,2026-09-05 16:00:00+00:00,Nebraska,Ohio,0,0,0.0,0.0,9.3,30.0,20.7,-11.8,14.1,25.3,787.45,522.84,0.0,21.1,264.61,0,0,0,0,21.8,48.3,35.0,13.0,0.955,-23.75,47.5,2,23.75,-2.0
401858425,2026-09-05 16:00:00+00:00,Indiana,North Texas,0,0,0.0,0.0,25.8,37.8,12.5,-11.6,23.7,35.0,735.26,602.08,0.0,37.4,133.17999999999995,0,0,0,0,31.2,58.1,45.0,13.0,0.979,-40.75,55.5,2,40.75,-9.5
401861962,2026-09-05 16:00:00+00:00,UConn,Lafayette,0,0,0.0,0.0,-11.9,19.9,32.4,,,,652.56,,0.0,,,0,1,0,1,21.5,47.8,35.0,13.0,0.926,-19.5,58.5,1,19.5,2.0
401869960,2026-09-05 16:00:00+00:00,James Madison,Liberty,0,0,0.0,0.0,-0.9,26.7,27.2,-5.3,26.0,31.1,588.31,633.35,0.0,4.3999999999999995,-45.04000000000008,0,0,0,0,7.1,53.0,30.0,23.0,0.78,-6.5,52.75,2,6.5,0.6
401856778,2026-09-05 16:00:00+00:00,Houston,Oregon State,0,0,0.0,0.0,7.4,30.9,23.1,-5.6,21.2,26.1,695.93,635.79,0.0,13.0,60.139999999999986,0,0,0,0,16.5,51.2,34.0,17.0,0.887,-20.75,51.5,2,20.75,-4.2
401858208,2026-09-05 16:00:00+00:00,Syracuse,New Hampshire,0,0,0.0,0.0,-1.9,23.3,25.6,,,,745.61,,0.0,,,0,1,0,1,30.5,50.9,41.0,10.0,0.967,-32.5,55.5,1,32.5,-2.0
401866410,2026-09-05 16:00:00+00:00,Bowling Green,Tarleton State,0,0,0.0,0.0,-15.0,13.9,29.2,,,,568.33,,0.0,,,0,1,0,1,21.3,45.3,33.0,12.0,0.863,-2.5,47.5,1,2.5,18.8
401856634,2026-09-05 16:00:00+00:00,Alabama,East Carolina,0,0,0.0,0.0,17.6,31.0,13.0,-2.3,24.1,26.3,973.53,623.79,0.0,19.900000000000002,349.74,0,0,0,0,25.7,49.2,37.0,12.0,0.962,-28.5,53.75,2,28.5,-2.8
401856780,2026-09-05 16:00:00+00:00,West Virginia,Coastal Carolina,0,0,0.0,0.0,-1.3,25.3,26.6,-14.7,20.6,34.8,707.6,573.96,0.0,13.399999999999999,133.64,0,0,0,0,13.4,54.3,34.0,20.0,0.913,-21.5,56.5,2,21.5,-8.1
401858207,2026-09-05 16:30:00+00:00,Pittsburgh,Miami (OH),0,0,0.0,0.0,6.2,30.0,23.9,-4.0,19.2,23.8,675.02,621.37,0.0,10.2,53.64999999999998,0,0,0,0,15.1,49.2,32.0,17.0,0.895,-16.25,49.5,2,16.25,-1.1
401858432,2026-09-05 16:30:00+00:00,Ohio State,Ball State,0,0,0.0,0.0,32.7,41.0,8.4,-25.1,12.2,36.7,964.27,563.88,0.0,57.800000000000004,400.39,0,0,0,0,42.3,55.1,49.0,6.0,0.984,-50.75,56.5,2,50.75,-8.5
401856665,2026-09-05 16:45:00+00:00,South Carolina,Kent State,0,0,0.0,0.0,12.6,30.2,18.1,-22.4,14.7,36.6,862.87,522.83,0.0,35.0,340.03999999999996,0,0,0,0,36.5,52.9,45.0,8.0,0.973,-36.5,53.25,2,36.5,0.0
401856659,2026-09-05 17:00:00+00:00,Kentucky,Youngstown State,0,0,0.0,0.0,5.2,26.3,21.1,,,,786.65,,0.0,,,0,1,0,1,35.8,50.4,43.0,7.0,0.969,-23.5,62.5,1,23.5,12.3
401856779,2026-09-05 17:00:00+00:00,Iowa State,Southeast Missouri State,0,0,0.0,0.0,-0.4,22.4,23.2,,,,669.55,,0.0,,,0,1,0,1,31.0,50.9,41.0,10.0,0.969,-29.5,53.5,1,29.5,1.5
401864496,2026-09-05 17:00:00+00:00,Air Force,Duquesne,0,0,0.0,0.0,-3.2,24.8,28.1,,,,272.35,,0.0,,,0,1,0,1,26.6,49.0,38.0,11.0,0.956,-30.5,58.5,1,30.5,-3.9
401862698,2026-09-05 18:00:00+00:00,Temple,Rhode Island,0,0,0.0,0.0,-9.1,25.0,34.4,,,,631.07,,0.0,,,0,1,0,1,21.5,56.0,39.0,17.0,0.938,-10.5,51.5,1,10.5,11.0
401856658,2026-09-05 19:00:00+00:00,Georgia,Tennessee State,0,0,0.0,0.0,26.4,38.7,12.9,,,,1003.67,,0.0,,,0,1,0,1,38.8,55.4,47.0,8.0,0.981,-47.5,55.5,1,47.5,-8.7
401856636,2026-09-05 19:30:00+00:00,Auburn,Baylor,1,0,0.0,0.0,11.5,28.5,17.3,3.8,31.9,28.8,828.19,723.28,0.0,7.7,104.91000000000008,0,0,0,0,13.1,53.7,33.0,20.0,0.794,-7.0,59.25,2,7.0,6.1
401864499,2026-09-05 19:30:00+00:00,North Dakota State,Fordham,0,0,0.0,0.0,-1.8,24.1,25.9,,,,515.59,,0.0,,,0,1,0,1,30.6,50.7,41.0,10.0,0.967,-39.5,57.5,1,39.5,-8.9
401862700,2026-09-05 19:30:00+00:00,UTSA,UT Rio Grande Valley,0,0,0.0,0.0,-1.1,29.9,31.1,,,,655.82,,0.0,,,0,1,0,1,32.2,59.1,46.0,13.0,0.964,-28.5,59.5,1,28.5,3.7
401856666,2026-09-05 19:30:00+00:00,Tennessee,Furman,0,0,0.0,0.0,17.3,39.3,22.4,,,,885.9,,0.0,,,0,1,0,1,40.2,60.4,50.0,10.0,0.98,-46.5,66.5,1,46.5,-6.3
401858209,2026-09-05 19:30:00+00:00,Duke,Tulane,0,0,0.0,0.0,5.6,32.8,27.6,-4.3,22.8,27.7,668.47,665.11,0.0,9.899999999999999,3.3600000000000136,0,0,0,0,13.5,53.0,33.0,20.0,0.902,-9.0,50.75,2,9.0,4.5
401862694,2026-09-05 19:30:00+00:00,Charlotte,The Citadel,0,0,0.0,0.0,-24.1,14.5,38.1,,,,576.77,,0.0,,,0,1,0,1,10.9,50.7,31.0,20.0,0.789,-15.5,46.5,1,15.5,-4.6
401858433,2026-09-05 19:30:00+00:00,Oregon,Boise State,0,0,0.0,0.0,29.2,41.1,12.2,5.1,29.0,23.7,984.33,641.17,0.0,24.1,343.1600000000001,0,0,0,0,34.9,54.2,45.0,10.0,0.98,-24.5,51.75,2,24.5,10.4
401858434,2026-09-05 19:30:00+00:00,Penn State,Marshall,0,0,0.0,0.0,16.2,33.9,18.3,-8.2,27.6,36.0,774.04,594.71,0.0,24.4,179.32999999999993,0,0,0,0,30.9,58.1,44.0,14.0,0.978,-24.5,54.5,2,24.5,6.4
401856667,2026-09-05 19:30:00+00:00,Texas,Texas State,0,0,0.0,0.0,22.8,37.3,14.9,-2.1,33.2,35.4,985.17,624.81,0.0,24.900000000000002,360.36,0,0,0,0,34.5,57.5,46.0,12.0,0.979,-30.5,59.75,2,30.5,4.0
401866627,2026-09-05 19:30:00+00:00,App State,Maine,0,0,0.0,0.0,-12.7,20.8,33.9,,,,621.61,,0.0,,,0,1,0,1,21.9,56.5,39.0,17.0,0.927,-18.5,53.5,1,18.5,3.4
401856777,2026-09-05 19:30:00+00:00,Cincinnati,Boston College,0,0,0.0,0.0,3.0,28.9,26.1,-2.5,24.7,27.7,634.28,660.0,0.0,5.5,-25.720000000000027,0,0,0,0,7.8,52.1,30.0,22.0,0.781,-7.5,51.75,2,7.5,0.3
401862696,2026-09-05 19:30:00+00:00,Navy,Towson,0,0,0.0,0.0,1.2,27.8,26.8,,,,195.68,,0.0,,,0,1,0,1,31.1,52.9,42.0,11.0,0.962,-30.5,53.5,1,30.5,0.6
401856772,2026-09-05 19:45:00+00:00,Tulsa,Oklahoma State,0,0,0.0,0.0,-6.1,24.2,30.9,6.9,29.9,23.4,622.84,672.69,0.0,-13.0,-49.85000000000002,0,0,0,0,-9.7,54.1,22.0,32.0,0.273,14.0,60.5,2,-14.0,4.3
401858426,2026-09-05 20:15:00+00:00,Iowa,Northern Illinois,0,0,0.0,0.0,14.6,30.8,16.8,-17.2,15.2,32.1,722.73,536.58,0.0,31.799999999999997,186.14999999999998,0,0,0,0,30.9,49.7,40.0,9.0,0.975,-31.75,45.5,2,31.75,-0.9
401856635,2026-09-05 20:15:00+00:00,Arkansas,North Alabama,0,0,0.0,0.0,5.6,34.4,29.0,,,,745.48,,0.0,,,0,1,0,1,32.9,60.0,46.0,14.0,0.968,-40.5,63.5,1,40.5,-7.6
401868356,2026-09-05 21:00:00+00:00,Southern Miss,Alcorn State,0,0,0.0,0.0,-20.7,17.8,38.0,,,,602.63,,0.0,,,0,1,0,1,13.8,51.3,33.0,19.0,0.824,-21.0,50.5,1,21.0,-7.2
401867973,2026-09-05 22:00:00+00:00,Old Dominion,Norfolk State,0,0,0.0,0.0,-6.9,19.6,25.8,,,,544.25,,0.0,,,0,1,0,1,27.2,46.5,37.0,10.0,0.964,-41.5,55.5,1,41.5,-14.3
401860878,2026-09-05 22:00:00+00:00,Colorado State,Wyoming,0,0,0.0,0.0,-11.6,16.8,28.3,-10.8,15.5,25.6,640.31,528.29,0.0,-0.7999999999999989,112.01999999999998,0,0,0,0,2.9,37.2,20.0,17.0,0.563,-3.5,47.5,2,3.5,-0.6
401868316,2026-09-05 23:00:00+00:00,South Alabama,SE Louisiana,0,0,0.0,0.0,-14.6,22.0,35.9,,,,573.38,,0.0,,,0,1,0,1,21.8,56.6,39.0,17.0,0.915,-12.5,52.5,1,12.5,9.3
401868140,2026-09-05 23:00:00+00:00,Jacksonville State,Eastern Kentucky,0,0,0.0,0.0,-7.8,24.8,32.0,,,,602.83,,0.0,,,0,1,0,1,22.0,50.9,36.0,14.0,0.939,-19.5,52.5,1,19.5,2.5
401862699,2026-09-05 23:00:00+00:00,South Florida,Florida International,0,0,0.0,0.0,-1.7,28.1,29.6,-14.5,21.1,35.3,703.81,607.56,0.0,12.8,96.25,0,0,0,0,14.4,57.5,36.0,22.0,0.888,-13.25,53.75,2,13.25,1.1
401870763,2026-09-05 23:00:00+00:00,Troy,Sam Houston,0,0,0.0,0.0,-8.0,22.5,30.7,-26.0,14.2,39.8,596.19,554.47,0.0,18.0,41.72000000000003,0,0,0,0,17.4,49.9,34.0,16.0,0.916,-16.75,53.25,2,16.75,0.6
401862695,2026-09-05 23:00:00+00:00,Memphis,Arkansas State,0,0,0.0,0.0,0.3,29.0,29.2,-11.6,22.1,33.8,670.31,606.22,0.0,11.9,64.08999999999992,0,0,0,0,13.8,57.5,36.0,22.0,0.885,-8.5,55.5,2,8.5,5.3
401856770,2026-09-05 23:00:00+00:00,Texas Tech,Abilene Christian,0,0,0.0,0.0,21.8,36.6,15.0,,,,767.89,,0.0,,,0,1,0,1,39.1,55.0,47.0,8.0,0.981,-42.5,59.5,1,42.5,-3.4
401868170,2026-09-05 23:00:00+00:00,Georgia Southern,Charleston Southern,0,0,0.0,0.0,-10.8,22.7,33.5,,,,634.19,,0.0,,,0,1,0,1,22.0,56.0,39.0,17.0,0.938,-25.5,51.5,1,25.5,-3.5
401860880,2026-09-05 23:00:00+00:00,Utah State,Idaho State,0,0,0.0,0.0,-7.9,23.4,30.8,,,,543.98,,0.0,,,0,1,0,1,22.0,51.1,37.0,15.0,0.94,-12.5,63.5,1,12.5,9.5
401856669,2026-09-05 23:00:00+00:00,Vanderbilt,Austin Peay,0,0,0.0,0.0,9.8,33.3,24.2,,,,727.39,,0.0,,,0,1,0,1,36.8,57.9,47.0,11.0,0.973,-30.5,61.5,1,30.5,6.3
401856771,2026-09-05 23:00:00+00:00,Kansas State,Nicholls,0,0,0.0,0.0,9.2,32.5,23.6,,,,718.67,,0.0,,,0,1,0,1,36.8,57.3,47.0,10.0,0.971,-40.5,55.5,1,40.5,-3.7
401862697,2026-09-05 23:00:00+00:00,Rice,Houston Christian,0,0,0.0,0.0,-15.3,16.7,32.5,,,,589.89,,0.0,,,0,1,0,1,20.9,46.8,34.0,13.0,0.887,-24.5,47.5,1,24.5,-3.6
401856668,2026-09-05 23:00:00+00:00,Texas A&M,Missouri State,0,0,0.0,0.0,20.9,37.6,16.4,-19.1,16.4,35.1,933.0,549.92,0.0,40.0,383.08000000000004,0,0,0,0,41.2,54.9,48.0,7.0,0.983,-41.0,52.5,2,41.0,0.2
401867866,2026-09-05 23:00:00+00:00,Middle Tennessee,Murray State,0,0,0.0,0.0,-26.5,13.8,40.5,,,,571.5,,0.0,,,0,1,0,1,10.7,52.0,31.0,21.0,0.794,-20.5,59.5,1,20.5,-9.8
401858211,2026-09-05 23:30:00+00:00,Virginia Tech,VMI,0,0,0.0,0.0,8.6,30.7,21.9,,,,769.12,,0.0,,,0,1,0,1,36.5,56.2,46.0,10.0,0.97,-50.5,57.5,1,50.5,-14.0
401869129,2026-09-05 23:30:00+00:00,Louisiana Tech,Northwestern State,0,0,0.0,0.0,-9.1,21.9,31.0,,,,543.02,,0.0,,,0,1,0,1,21.9,51.7,37.0,15.0,0.94,-41.5,52.5,1,41.5,-19.6
401856662,2026-09-05 23:30:00+00:00,Mississippi State,UL Monroe,0,0,0.0,0.0,4.8,30.8,26.5,-28.9,11.9,40.1,804.53,505.49,0.0,33.699999999999996,299.03999999999996,0,0,0,0,33.6,54.8,44.0,11.0,0.97,-28.5,56.0,2,28.5,5.1
401858428,2026-09-05 23:30:00+00:00,Michigan,Western Michigan,0,0,0.0,0.0,17.0,33.2,15.8,-6.0,19.6,25.2,890.02,572.2,0.0,23.0,317.81999999999994,0,0,0,0,32.7,49.6,41.0,8.0,0.977,-27.5,47.5,2,27.5,5.2
401856660,2026-09-05 23:30:00+00:00,LSU,Clemson,0,0,0.0,0.0,20.4,32.6,12.4,13.1,29.8,17.1,931.76,862.85,0.0,7.299999999999999,68.90999999999997,0,0,0,0,14.7,47.5,31.0,16.0,0.859,-10.5,51.25,2,10.5,4.2
401856637,2026-09-05 23:45:00+00:00,Florida,Florida Atlantic,0,0,0.0,0.0,15.2,30.4,15.8,-6.1,27.7,34.3,891.07,593.36,0.0,21.299999999999997,297.71000000000004,0,0,0,0,28.5,53.4,41.0,12.0,0.957,-27.0,59.5,2,27.0,1.5
401858427,2026-09-06 00:00:00+00:00,Maryland,Hampton,0,0,0.0,0.0,5.2,26.8,22.0,,,,719.64,,0.0,,,0,1,0,1,35.6,50.3,43.0,7.0,0.97,-45.5,56.5,1,45.5,-9.9
401858431,2026-09-06 00:00:00+00:00,Northwestern,South Dakota State,0,0,0.0,0.0,5.1,25.3,20.7,,,,688.32,,0.0,,,0,1,0,1,30.1,49.6,40.0,10.0,0.97,-12.5,46.5,1,12.5,17.6
401869142,2026-09-06 00:00:00+00:00,Louisiana,Lamar,0,0,0.0,0.0,-10.6,24.4,34.6,,,,590.94,,0.0,,,0,1,0,1,22.2,56.2,39.0,17.0,0.927,-20.5,48.5,1,20.5,1.7
401856775,2026-09-06 00:00:00+00:00,BYU,Utah Tech,0,0,0.0,0.0,14.9,32.9,18.3,,,,689.42,,0.0,,,0,1,0,1,37.4,56.2,47.0,9.0,0.977,-47.5,54.5,1,47.5,-10.1
401870790,2026-09-06 01:00:00+00:00,New Mexico State,Mercyhurst,0,0,0.0,0.0,-18.5,15.9,34.4,,,,460.38,,0.0,,,0,1,0,1,13.5,49.9,32.0,18.0,0.86,-24.5,50.5,1,24.5,-11.0
401856773,2026-09-06 01:30:00+00:00,Arizona,Northern Arizona,0,0,0.0,0.0,9.5,31.1,21.2,,,,699.59,,0.0,,,0,1,0,1,36.1,56.2,46.0,10.0,0.971,-31.5,56.5,1,31.5,4.6
401860879,2026-09-06 01:30:00+00:00,San Diego State,Portland State,0,0,0.0,0.0,0.7,24.1,24.0,,,,609.22,,0.0,,,0,1,0,1,30.7,50.0,40.0,10.0,0.968,-40.5,57.5,1,40.5,-9.8
401864497,2026-09-06 02:00:00+00:00,Hawai'i,UNLV,0,1,0.0,0.0,-2.6,25.9,29.1,3.6,31.4,28.0,556.82,696.03,0.0,-6.2,-139.20999999999992,0,0,0,0,-1.6,58.0,28.0,30.0,0.467,3.0,58.5,2,-3.0,1.4
401864498,2026-09-06 02:00:00+00:00,New Mexico,Central Michigan,0,0,0.0,0.0,0.0,25.6,26.1,-15.1,15.5,30.4,568.19,540.01,0.0,15.1,28.180000000000064,0,0,0,0,15.8,50.0,33.0,17.0,0.938,-10.25,46.75,2,10.25,5.6
401856774,2026-09-06 02:00:00+00:00,Arizona State,Morgan State,0,0,0.0,0.0,4.9,27.4,22.0,,,,722.0,,0.0,,,0,1,0,1,35.8,51.5,44.0,8.0,0.97,-41.5,52.5,1,41.5,-5.7
401866411,2026-09-06 02:00:00+00:00,Sacramento State,Mississippi Valley State,0,0,0.0,0.0,-23.4,14.7,38.2,,,,561.42,,0.0,,,0,1,0,1,9.2,50.7,30.0,21.0,0.785,-35.5,56.5,1,35.5,-26.3
401858210,2026-09-06 02:30:00+00:00,California,UCLA,0,0,0.0,0.0,3.0,28.8,25.5,5.4,29.1,23.7,751.92,774.45,0.0,-2.4000000000000004,-22.530000000000086,0,0,0,0,5.8,53.9,30.0,24.0,0.642,1.75,53.75,2,-1.75,7.6
401864432,2026-09-06 02:30:00+00:00,Nevada,Western Kentucky,0,0,0.0,0.0,-11.7,17.6,29.7,-7.3,24.2,32.0,549.99,611.52,0.0,-4.3999999999999995,-61.52999999999997,0,0,0,0,-3.2,49.4,23.0,26.0,0.445,2.5,52.75,2,-2.5,-0.7
401858437,2026-09-06 20:00:00+00:00,Washington,Washington State,0,0,0.0,0.0,15.8,33.0,17.0,-4.3,20.4,24.6,777.63,630.29,0.0,20.1,147.34000000000003,0,0,0,0,22.5,48.7,36.0,13.0,0.964,-23.5,50.75,2,23.5,-1.0
401856661,2026-09-06 23:30:00+00:00,Ole Miss,Louisville,1,0,0.0,0.0,16.5,35.2,19.4,11.1,30.7,19.8,885.72,739.97,0.0,5.4,145.75,0,0,0,0,12.4,51.1,32.0,19.0,0.832,-6.5,55.5,2,6.5,5.9
401858438,2026-09-06 23:30:00+00:00,Notre Dame,Wisconsin,1,0,0.0,0.0,26.5,40.6,14.3,3.8,21.6,17.5,953.03,767.68,0.0,22.7,185.35000000000002,0,0,0,0,28.5,47.4,38.0,9.0,0.973,-20.5,47.5,2,20.5,8.0
401858212,2026-09-07 23:30:00+00:00,Florida State,SMU,0,1,0.0,0.0,9.1,29.8,20.4,12.1,32.5,20.1,800.2,764.5,0.0,-3.0,35.700000000000045,0,0,0,0,2.3,50.8,27.0,24.0,0.56,2.25,52.75,2,-2.25,4.5
